batch,snippet_id,func_name,l1_raw,l2_raw,l3_raw,notebook_match,generated_code_match,function_match,output_match,fixture_match,result_alignment,oracle_valid,primary_layer,primary_category,cascade,evaluation_induced,evidence,review_status
2,0ffdf231_noaa_ghcn_inventory,noaa_ghcn_inventory,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,0ffdf231_noaa_ghcn_stations,noaa_ghcn_stations,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,1ec015da_to_rank,to_rank,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,29097c0c_to_dataset_read_wrap,to_dataset_read_wrap,pass,skip,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,comparison limitation,both sides return a callable; L3 branch and metadata checks pass,no observed migration failure; comparison unsupported
2,29097c0c_train_iloc_filter,train_iloc_filter,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L1,invalid target API usage,L2 and L3 cascade,no,"Generated code calls Polars with_row_index on test_ds.y/test_ds.w, which are pandas DataFrames; oracle succeeds.",genuine migration failure
2,29097c0c_train_merge_concat,train_merge_concat,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L1,invalid target API usage,L2 and L3 cascade,no,Generated code calls Polars with_row_index on pandas-backed Dataset properties; oracle succeeds.,genuine migration failure
2,3c49cad1_bench_interp_cols,bench_interp_cols,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,3c49cad1_bench_interp_filter,bench_interp_filter,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,3c49cad1_bench_interp_time_regular,bench_interp_time_regular,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,3c49cad1_bench_interp_time_rmse,bench_interp_time_rmse,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,3c49cad1_bench_precip_pct,bench_precip_pct,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,3c49cad1_bench_precip_regular,bench_precip_regular,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L1,invalid target API usage,L2 and L3 cascade,no,Generated branch receives the intended Polars fixture but calls pl.from_pandas on an already-Polars DataFrame.,genuine migration failure
2,3c49cad1_geosphere_all,geosphere_all,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,3c49cad1_geosphere_collect,geosphere_collect,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,3c49cad1_mosmix_access_dataframe,mosmix_access_dataframe,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,3c49cad1_mosmix_access_datetime,mosmix_access_datetime,pass,fail,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,L2,missing one or more steps,none; L3 smoke is too weak to detect missing output,no,"Generated expression is not returned, so the wrapper returns None while the oracle returns a DatetimeIndex.",genuine migration failure
2,3c49cad1_radar_index_radolan,radar_index_radolan,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L1,invalid target API usage,L2 and L3 cascade,no,Generated str.ends_with receives a tuple that Polars interprets as a list expression and cannot cast; oracle succeeds.,genuine migration failure
2,3c49cad1_radar_index_sweeps,radar_index_sweeps,pass,skip,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,comparison limitation,both sides return/mutate without a comparable DataFrame output; branch test passes,no observed migration failure; comparison unsupported
2,7e55b00b_sample_empty_df,sample_empty_df,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,99aff9e0_rename_columns_empty_df,rename_columns_empty_df,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L2,schema/column-contract mismatch; missing rename step,L3 failures repeat the same missing suffix behavior,raw wrapper mismatch corrected before final classification,"After restoring the audited (df, suffix) wrapper, generated code runs but leaves columns unchanged; oracle returns suffixed columns. The test's L1 assertion is behavioral, so the primary failure is L2 rather than execution.",genuine migration failure after harness correction
2,dcff23d0_filter_concat_all,filter_concat_all,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L1,invalid target API usage,L2 and L3 cascade,no,Generated code horizontally concatenates Series with a concat strategy unsupported for Series; oracle succeeds.,genuine migration failure
2,e3227f4f_split_empty_df,split_empty_df,pass,skip,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,comparison limitation,both sides return a callable; four branch/edge checks pass,no observed migration failure; comparison unsupported
2,ed3b46c0_base_pattern_iloc,base_pattern_iloc,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,ed3b46c0_base_pattern_pred_concat,base_pattern_pred_concat,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L1,incomplete runnable code,L2 and L3 cascade,no,"Generated code contains literal Ellipsis placeholders in rename(...), causing execution failure; oracle succeeds.",genuine migration failure
2,ed3b46c0_classification_iloc,classification_iloc,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,ed3b46c0_classification_pred_concat,classification_pred_concat,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L1,incomplete runnable code,L2 and L3 cascade,no,"Generated code joins against base_df before assigning it, causing UnboundLocalError; oracle succeeds.",genuine migration failure
2,f11c29ae_dataset_df_clone,dataset_df_clone,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,f11c29ae_dataset_loc_select,dataset_loc_select,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
2,f11c29ae_dataset_save_load,dataset_save_load,pass,skip,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,comparison limitation,standalone class-method body is represented by an explicit NotImplementedError wrapper,no observed migration failure; comparison unsupported
2,f11c29ae_dataset_to_pandas,dataset_to_pandas,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, and behavioral/edge comparisons pass.",validated pass
