batch,snippet_id,func_name,l1_raw,l2_raw,l3_raw,notebook_match,generated_code_match,function_match,output_match,fixture_match,result_alignment,oracle_valid,primary_layer,primary_category,cascade,evaluation_induced,evidence,review_status
5,73a39d90_experiment_df_construct,experiment_df_construct,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,73a39d90_metrics_bootstrap_filter,metrics_bootstrap_filter,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,73a39d90_metrics_groupby_agg,metrics_groupby_agg,pass,pass,pass,yes,yes,yes,yes,yes,raw summary contaminated by sibling output,yes,L1,invalid target API usage,L2 and L3 cascade,result-extraction issue,Target cell actually fails because pl.all().cast(Float64) also attempts to cast the string condition column; the oracle succeeds.,genuine migration failure; raw summary needs correction
5,73a39d90_metrics_groupby_partition,metrics_groupby_partition,pass,fail,unknown,yes,yes,yes,yes,yes,L3 printed with L2 marker,yes,L2,value and dtype mismatch,L3 independently reproduces mismatch,result-labeling issue,Generated group keys are list[str] values while the oracle condition column contains scalar strings; the single-metric edge case has the same mismatch.,genuine migration failure; L3 marker needs correction
5,73a39d90_run_concat_write,run_concat_write,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,73a39d90_run_dataframe_write,run_dataframe_write,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,db5fc12b_expose_date_str,expose_date_str,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L1,incomplete runnable code,L2 and valid-date L3 cascade,no,Generated function drops both input parameters and returns only one value; normal and valid-date calls fail while the oracle succeeds.,genuine migration failure
5,db5fc12b_expose_rename,expose_rename,pass,pass,unknown,yes,yes,yes,yes,yes,L3 checks printed with L2 markers,yes,none,none,none,result-labeling issue,All three target-specific edge comparisons pass but are emitted as L2 rather than L3.,migration passed; L3 markers need correction
5,efc0581f_azure_concat_lazy,azure_concat_lazy,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_azure_from_dicts,azure_from_dicts,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_data_assign_bbox,data_assign_bbox,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_data_filter_page,data_filter_page,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
